Attendance,Study_Hours,Previous_Marks,Result
62,1.0,85,Pass
92,1.0,70,Pass
92,6.0,87,Pass
42,2.5,81,Pass
72,2.5,47,Fail
45,2.0,39,Fail
80,4.0,48,Pass
95,3.0,74,Pass
65,5.0,59,Pass
40,3.5,28,Fail
73,0.5,77,Pass
62,3.0,28,Fail
88,1.0,54,Pass
57,5.0,57,Pass
92,1.0,60,Pass
53,1.5,35,Fail
45,3.0,77,Pass
55,1.5,84,Pass
37,3.5,74,Fail
53,3.0,92,Fail
78,5.5,43,Pass
44,1.0,36,Fail
42,3.5,30,Fail
44,4.5,76,Pass
40,1.0,36,Fail
92,4.0,91,Pass
96,5.5,67,Pass
38,5.0,81,Fail
84,5.5,55,Pass
83,4.5,76,Pass
100,2.5,56,Pass
58,5.5,63,Pass
54,1.5,79,Fail
64,3.5,42,Pass
91,4.5,87,Pass
82,5.5,75,Pass
66,5.5,77,Pass
51,1.0,42,Fail
82,4.5,31,Pass
91,1.5,30,Fail
61,5.0,70,Pass
78,4.5,36,Pass
61,1.5,95,Pass
66,5.0,92,Pass
69,3.0,27,Pass
85,3.5,76,Pass
99,6.0,43,Pass
64,4.0,49,Fail
57,3.5,42,Fail
59,0.5,83,Pass
44,1.5,88,Fail
54,0.5,28,Fail
41,2.5,44,Fail
63,2.5,56,Pass
46,3.5,62,Fail
58,4.5,31,Fail
87,1.5,83,Pass
51,4.0,90,Pass
75,5.5,53,Pass
94,1.5,85,Pass
72,4.0,72,Pass
48,1.0,66,Fail
57,3.5,82,Pass
73,4.5,58,Pass
68,0.5,63,Fail
45,2.5,44,Fail
64,5.5,75,Pass
70,1.5,36,Fail
52,4.5,42,Fail
75,4.0,59,Pass
40,1.5,52,Fail
57,4.5,42,Pass
87,3.5,38,Pass
52,1.0,85,Pass
74,5.5,66,Pass
62,3.0,51,Fail
56,4.5,84,Pass
95,1.5,83,Pass
57,1.5,33,Fail
50,4.5,65,Fail
94,4.0,46,Pass
83,2.0,63,Pass
79,4.5,75,Pass
38,3.5,26,Fail
44,2.5,61,Fail
76,5.0,45,Pass
49,4.0,62,Fail
50,3.5,33,Fail
86,5.0,82,Pass
54,3.5,63,Pass
40,5.5,40,Pass
37,5.0,79,Pass
64,2.5,28,Fail
75,3.0,66,Fail
91,6.0,60,Pass
42,5.5,28,Fail
48,1.5,42,Fail
69,2.0,30,Pass
59,2.5,76,Pass
66,5.5,74,Pass
95,5.5,31,Pass
70,5.0,33,Pass
62,2.0,87,Pass
99,5.5,39,Pass
39,0.5,46,Fail
96,3.0,73,Pass
68,2.5,29,Fail
68,3.5,91,Pass
95,3.5,27,Pass
68,1.5,84,Pass
63,1.5,50,Fail
53,5.0,36,Pass
78,1.0,51,Pass
72,3.0,93,Pass
49,1.5,62,Fail
81,2.5,29,Fail
77,2.0,91,Pass
61,4.5,35,Pass
35,3.0,29,Fail
64,2.0,28,Fail
35,5.0,83,Pass
40,1.0,36,Fail
63,4.5,38,Pass
40,2.0,91,Fail
53,5.5,68,Pass
78,0.5,45,Fail
55,3.5,66,Pass
100,4.0,42,Pass
95,3.5,60,Pass
73,5.0,48,Pass
98,1.0,69,Pass
91,3.0,78,Pass
56,5.5,49,Fail
84,5.5,35,Pass
44,3.0,50,Fail
79,3.5,78,Pass
67,4.5,80,Pass
36,5.0,80,Pass
53,5.5,93,Pass
97,5.0,83,Pass
56,3.0,93,Pass
47,4.0,69,Pass
47,3.0,41,Fail
66,1.0,68,Fail
90,5.0,39,Pass
84,4.0,31,Pass
63,1.0,46,Fail
49,4.0,50,Fail
38,2.0,75,Fail
65,1.0,50,Fail
88,4.0,25,Fail
82,4.5,89,Pass
62,3.5,66,Pass
74,0.5,40,Fail
63,3.5,43,Fail
73,0.5,34,Fail
69,5.5,88,Pass
79,2.0,41,Fail
68,5.5,91,Pass
96,0.5,44,Fail
63,1.0,81,Pass
36,3.0,26,Fail
50,4.5,59,Fail
68,5.5,51,Pass
70,3.5,48,Fail
71,2.5,94,Pass
81,0.5,75,Pass
53,3.5,43,Pass
78,2.5,78,Pass
81,5.5,34,Pass
62,3.0,90,Pass
61,4.5,55,Pass
47,5.0,38,Fail
62,1.0,44,Fail
86,3.0,36,Pass
94,5.5,90,Pass
74,3.0,46,Pass
54,3.5,35,Pass
79,5.5,82,Pass
83,2.0,40,Fail
57,5.5,32,Pass
89,2.5,72,Pass
40,4.0,26,Fail
36,2.5,83,Fail
43,3.5,64,Fail
45,1.0,42,Fail
92,1.0,58,Pass
63,3.0,43,Fail
53,2.5,62,Pass
63,4.0,65,Pass
61,0.5,79,Pass
55,1.5,58,Fail
44,1.5,80,Fail
78,3.0,30,Pass
44,2.0,89,Pass
85,1.5,38,Pass
48,4.0,84,Pass
83,4.5,60,Pass
87,4.5,32,Pass
43,2.0,50,Fail
41,5.0,89,Pass
97,4.0,83,Pass
65,4.0,76,Pass
76,1.5,52,Fail
37,2.0,66,Fail
53,3.0,41,Fail
68,2.0,70,Fail
93,4.5,43,Pass
53,2.0,83,Pass
85,1.5,74,Pass
78,1.5,52,Fail
42,1.0,71,Fail
54,3.0,48,Fail
50,0.5,36,Fail
64,3.5,41,Fail
76,2.0,44,Pass
63,3.5,41,Fail
51,5.5,72,Pass
80,5.5,77,Pass
73,3.5,57,Pass
69,3.0,94,Pass
71,4.5,87,Pass
49,5.5,31,Fail
79,3.0,57,Pass
60,1.0,89,Fail
59,4.5,40,Fail
45,0.5,51,Fail
74,4.5,91,Pass
74,1.0,79,Pass
57,1.0,83,Fail
91,5.0,87,Pass
90,4.5,37,Pass
42,3.5,74,Fail
80,5.0,81,Pass
61,5.0,41,Pass
100,3.0,28,Pass
50,6.0,37,Pass
53,2.5,77,Fail
64,1.5,74,Fail
52,5.0,87,Pass
80,3.0,47,Pass
66,5.5,69,Pass
49,1.0,27,Fail
68,1.0,90,Pass
93,0.5,64,Pass
87,4.0,77,Pass
67,5.0,45,Pass
54,2.5,31,Fail
47,1.0,29,Fail
92,2.5,82,Pass
81,2.5,36,Fail
72,4.0,83,Pass
92,4.0,44,Pass
43,1.0,63,Fail
79,3.0,43,Pass
49,4.0,29,Fail
43,2.0,63,Fail
65,2.5,51,Fail
60,4.0,55,Fail
96,2.5,67,Pass
56,0.5,47,Fail
88,1.5,64,Pass
84,5.0,71,Pass
78,2.0,31,Fail
95,5.0,50,Pass
62,3.0,31,Fail
60,3.0,25,Fail
45,4.5,29,Fail
53,2.5,66,Fail
92,2.0,31,Fail
66,1.0,86,Pass
57,4.0,78,Pass
49,3.0,26,Fail
67,5.0,65,Pass
82,3.0,26,Fail
54,3.0,33,Fail
84,2.0,94,Pass
76,1.5,57,Pass
86,5.0,27,Pass
51,1.0,85,Fail
76,5.5,89,Pass
45,0.5,63,Fail
59,3.5,74,Pass
82,1.0,80,Pass
76,5.0,76,Pass
47,1.5,60,Fail
91,3.5,83,Pass
38,5.5,62,Pass
74,4.0,43,Pass
99,1.5,25,Pass
70,5.0,50,Pass
87,3.0,31,Pass
74,0.5,29,Fail
86,3.0,58,Pass
78,5.0,91,Pass
80,3.0,32,Fail
50,4.5,44,Pass
83,4.5,83,Pass
50,3.0,53,Pass
99,2.5,78,Pass
50,4.5,63,Pass
50,2.5,67,Fail
91,1.5,36,Fail
51,2.5,50,Fail
58,5.5,69,Pass
81,2.0,27,Fail
45,2.0,38,Fail
45,1.0,52,Fail
67,1.0,72,Fail
51,6.0,61,Pass
50,3.5,75,Pass
36,4.5,76,Fail
59,5.0,27,Pass
56,2.5,88,Pass
37,5.0,83,Pass
75,6.0,44,Pass
76,4.5,59,Pass
40,4.5,47,Pass
56,3.0,88,Fail
92,5.0,52,Pass
73,1.0,53,Fail
62,4.5,89,Pass
65,2.5,67,Pass
49,3.5,35,Fail
88,5.5,69,Pass
94,4.0,81,Pass
94,0.5,49,Pass
50,4.5,62,Pass
55,5.5,69,Pass
45,4.0,61,Pass
55,5.0,95,Pass
57,5.0,60,Pass
76,5.0,70,Pass
47,2.5,81,Fail
95,3.0,35,Pass
42,5.0,28,Fail
35,5.5,93,Pass
91,1.5,76,Pass
81,1.5,53,Pass
58,2.5,26,Fail
74,4.5,37,Pass
50,5.5,26,Pass
46,3.5,53,Fail
66,1.0,64,Fail
58,2.0,36,Fail
75,5.0,70,Pass
49,2.5,92,Fail
78,1.0,94,Pass
85,2.0,83,Pass
46,5.0,56,Pass
38,3.0,63,Fail
64,1.5,60,Fail
85,2.0,36,Fail
77,5.5,85,Pass
81,3.0,72,Pass
61,3.0,70,Pass
50,1.5,40,Fail
70,2.0,36,Fail
48,5.0,86,Pass
82,5.0,38,Pass
48,3.0,30,Fail
54,5.5,69,Pass
68,2.5,74,Pass
67,5.5,33,Pass
74,0.5,39,Fail
63,2.5,80,Pass
95,5.0,90,Pass
90,5.5,58,Pass
92,4.5,80,Pass
76,4.0,47,Fail
76,5.0,74,Pass
75,4.5,64,Pass
63,2.0,84,Pass
56,3.0,79,Pass
73,4.0,45,Pass
37,3.5,35,Fail
35,5.5,82,Pass
90,3.0,27,Fail
38,1.5,73,Fail
69,1.5,58,Pass
75,5.0,30,Pass
48,0.5,73,Fail
93,5.5,59,Pass
47,1.0,85,Fail
92,2.5,40,Pass
85,5.0,25,Pass
51,2.5,34,Fail
45,5.0,44,Fail
56,1.0,71,Fail
61,3.5,50,Pass
51,3.5,33,Fail
100,5.5,94,Pass
50,1.0,33,Fail
89,2.5,50,Pass
45,4.0,86,Fail
99,6.0,71,Pass
50,5.0,47,Pass
62,5.0,93,Pass
71,3.5,60,Pass
43,3.5,26,Fail
88,5.0,25,Pass
53,5.5,91,Pass
71,5.0,45,Pass
71,5.0,82,Pass
74,5.5,28,Pass
39,1.0,35,Fail
46,2.0,85,Fail
45,6.0,95,Pass
55,3.5,29,Fail
44,1.5,37,Fail
95,3.5,76,Pass
68,4.0,62,Pass
76,5.0,53,Pass
58,5.0,39,Pass
53,1.0,91,Pass
68,3.0,37,Fail
54,0.5,44,Fail
57,5.5,48,Pass
64,1.5,35,Fail
68,4.0,63,Pass
99,3.5,49,Pass
50,4.0,68,Pass
67,3.5,51,Fail
45,4.5,33,Pass
58,4.0,86,Pass
82,1.0,61,Fail
46,2.5,48,Pass
73,3.5,26,Pass
62,2.5,67,Fail
38,4.5,80,Pass
96,2.0,71,Pass
62,5.0,80,Pass
86,1.5,36,Fail
62,4.5,93,Pass
96,1.5,40,Fail
54,3.5,44,Fail
62,2.5,61,Pass
84,4.0,25,Pass
57,1.5,56,Pass
59,5.0,39,Pass
100,3.5,77,Pass
71,6.0,78,Pass
80,4.5,68,Pass
77,4.0,55,Pass
89,5.0,47,Pass
91,1.5,83,Pass
72,4.0,60,Pass
54,2.5,60,Fail
36,4.5,33,Fail
75,0.5,40,Fail
89,3.0,50,Pass
64,4.0,74,Pass
46,3.0,84,Pass
54,2.0,95,Pass
68,3.0,55,Pass
89,5.0,57,Pass
46,1.5,79,Fail
75,2.5,47,Fail
84,6.0,63,Pass
96,5.5,72,Pass
43,0.5,42,Fail
95,3.5,45,Pass
74,1.0,50,Pass
85,5.5,65,Pass
38,3.0,44,Fail
68,3.0,40,Fail
75,2.0,35,Fail
55,3.5,82,Pass
63,1.5,87,Pass
71,5.0,88,Pass
71,3.0,83,Pass
38,3.5,35,Fail
64,5.0,32,Pass
49,1.5,60,Fail
95,1.5,61,Pass
98,3.0,76,Pass
54,5.0,41,Fail
46,1.0,90,Fail
49,5.0,47,Pass
66,3.5,65,Pass
92,3.5,85,Pass
68,3.5,62,Pass
39,1.0,78,Fail
38,2.0,77,Fail
50,4.5,80,Pass
90,3.0,82,Pass
75,3.5,52,Pass
72,5.5,50,Pass
56,1.0,81,Fail
95,3.0,66,Pass
57,2.5,68,Fail
89,1.0,54,Fail
93,5.5,39,Pass
66,6.0,57,Pass
93,2.0,93,Pass
53,5.5,45,Pass
78,0.5,44,Fail
41,6.0,34,Fail
66,5.0,59,Pass
49,1.5,45,Fail
39,4.0,73,Pass
35,5.0,34,Fail
56,2.5,42,Fail
73,2.5,29,Fail
65,4.0,28,Pass
55,1.5,82,Pass
99,1.0,88,Pass
96,2.0,78,Pass
43,4.5,86,Pass
62,2.5,31,Fail
77,3.5,88,Pass
83,1.5,58,Fail
59,1.5,79,Fail
84,4.0,68,Pass
43,1.0,49,Fail
57,4.0,44,Pass
82,2.5,33,Pass
76,4.0,54,Pass
89,2.5,60,Pass
38,5.0,94,Pass
46,1.0,28,Fail
38,5.5,66,Pass
47,2.0,62,Fail
35,0.5,27,Fail
68,3.5,48,Fail
69,1.5,55,Fail
78,3.0,60,Pass
60,5.0,41,Pass
35,5.0,27,Fail
79,4.0,46,Pass
39,6.0,84,Pass
91,3.0,82,Pass
36,0.5,38,Fail
69,5.0,70,Pass
93,1.5,90,Pass
72,1.5,37,Fail
75,1.0,34,Fail
79,2.5,27,Pass
43,2.5,37,Fail
79,2.0,82,Pass
92,4.0,82,Pass
98,4.5,63,Pass
64,5.5,48,Pass
57,1.0,81,Fail
84,1.5,39,Fail
70,3.5,35,Pass
52,1.0,31,Fail
46,2.5,85,Fail
46,4.0,75,Pass
65,5.0,69,Pass
46,1.5,76,Fail
36,4.0,35,Fail
38,4.0,52,Fail
95,5.0,82,Pass
40,2.0,89,Pass
40,4.5,61,Fail
64,4.5,34,Pass
51,2.0,93,Pass
98,4.0,53,Pass
94,4.0,47,Pass
61,2.0,33,Fail
64,3.0,26,Fail
59,3.0,67,Fail
37,5.0,68,Pass
54,0.5,41,Fail
43,3.5,36,Fail
42,1.5,62,Fail
71,4.0,55,Pass
41,4.0,46,Fail
42,3.5,40,Fail
66,3.5,85,Pass
64,2.0,94,Pass
44,2.0,50,Fail
35,4.5,74,Pass
48,1.0,86,Fail
50,4.5,27,Pass
87,4.0,89,Pass
95,5.5,60,Pass
61,2.0,64,Fail
61,3.5,63,Fail
81,0.5,42,Fail
76,5.5,80,Pass
47,4.0,76,Pass
42,4.0,32,Fail
63,4.5,64,Pass
72,2.0,92,Pass
44,4.0,86,Pass
54,5.0,69,Pass
55,1.0,39,Fail
52,6.0,49,Pass
65,5.5,36,Pass
77,6.0,83,Pass
68,5.0,80,Pass
48,2.0,89,Pass
42,3.5,29,Fail
88,1.0,93,Pass
66,4.5,93,Pass
39,1.5,72,Fail
52,5.5,87,Pass
87,2.0,56,Pass
84,1.5,47,Fail
92,1.0,36,Pass
74,4.5,27,Pass
62,1.5,28,Fail
63,1.5,73,Pass
48,1.5,49,Fail
77,2.0,29,Fail
73,5.5,33,Pass
45,3.0,72,Fail
93,2.0,91,Pass
59,1.5,54,Fail
38,0.5,79,Fail
56,2.5,93,Pass
92,1.0,75,Pass
95,0.5,76,Pass
67,1.0,68,Fail
97,2.5,93,Pass
92,4.5,46,Pass
89,1.0,80,Pass
91,4.0,54,Pass
60,4.0,36,Fail
84,5.5,77,Pass
73,1.5,83,Pass
82,5.0,85,Pass
47,5.5,90,Pass
83,6.0,77,Pass
97,5.0,62,Pass
55,1.0,91,Fail
99,5.5,40,Pass
60,5.0,30,Fail
48,1.5,55,Fail
42,1.5,66,Fail
86,5.5,73,Pass
71,1.5,82,Pass
55,5.0,27,Pass
75,2.5,81,Pass
57,4.5,67,Pass
64,1.0,92,Fail
91,4.5,49,Pass
78,3.5,68,Pass
85,5.5,79,Pass
73,1.5,61,Pass
99,1.0,36,Pass
51,1.5,28,Fail
52,1.0,33,Fail
41,6.0,60,Pass
71,1.0,70,Fail
75,1.5,65,Fail
82,5.0,75,Pass
57,2.0,28,Fail
36,1.5,35,Fail
76,4.0,78,Pass
100,2.5,80,Pass
54,5.0,74,Pass
47,4.0,77,Pass
53,2.0,92,Pass
63,4.0,91,Pass
51,5.5,70,Pass
58,2.5,47,Fail
76,4.5,26,Pass
57,3.0,69,Pass
61,3.5,55,Pass
38,4.5,35,Fail
95,1.0,40,Pass
61,3.0,91,Pass
56,1.0,30,Fail
41,4.5,80,Pass
76,4.0,88,Pass
91,2.5,73,Pass
38,1.0,29,Fail
44,5.5,84,Pass
45,2.0,71,Fail
74,2.0,44,Pass
95,1.0,69,Fail
63,3.5,35,Fail
57,2.0,75,Pass
85,5.0,88,Pass
83,4.5,62,Pass
51,0.5,92,Fail
45,3.5,56,Fail
58,2.0,85,Pass
85,0.5,79,Pass
80,4.0,31,Fail
78,1.5,89,Pass
89,5.5,89,Pass
53,3.5,50,Fail
57,1.5,81,Fail
38,6.0,41,Pass
91,3.5,27,Pass
73,1.5,40,Fail
54,3.5,59,Pass
40,6.0,29,Fail
82,3.0,36,Pass
84,3.0,92,Pass
78,3.0,60,Pass
48,2.0,83,Pass
94,1.5,39,Pass
84,3.5,31,Pass
78,5.5,80,Pass
77,4.5,49,Pass
94,1.0,57,Pass
95,2.5,94,Pass
74,0.5,47,Fail
62,2.0,58,Pass
59,4.0,69,Pass
88,2.0,31,Fail
77,5.0,75,Pass
40,3.0,57,Fail
44,4.0,37,Fail
94,5.5,55,Pass
92,4.5,57,Pass
97,5.5,70,Pass
63,5.0,91,Pass
86,3.5,79,Pass
89,2.0,52,Pass
56,2.0,93,Pass
44,5.5,80,Pass
100,1.0,27,Fail
37,5.5,33,Fail
74,2.5,40,Pass
77,4.5,31,Pass
79,2.5,59,Pass
52,5.5,49,Pass
82,0.5,93,Pass
49,2.5,58,Fail
89,5.5,40,Pass
49,2.0,93,Pass
80,2.0,61,Pass
86,5.5,30,Pass
47,5.0,31,Fail
50,1.0,72,Fail
86,3.5,60,Pass
41,1.5,69,Pass
47,1.5,84,Fail
65,4.0,73,Pass
95,1.0,85,Pass
72,3.0,77,Pass
60,2.0,72,Fail
99,5.0,34,Pass
65,3.5,59,Pass
63,1.5,55,Fail
62,5.5,63,Pass
55,5.0,52,Pass
56,2.0,68,Fail
80,6.0,52,Pass
38,2.0,64,Fail
79,2.0,53,Pass
48,2.5,88,Fail
60,1.5,51,Fail
45,4.5,76,Pass
71,3.5,68,Pass
82,5.5,52,Pass
58,2.0,82,Fail
46,1.5,90,Fail
50,2.5,78,Pass
88,1.5,91,Pass
52,5.5,56,Pass
85,4.5,89,Pass
57,5.0,86,Pass
47,4.5,78,Pass
82,2.0,83,Pass
65,1.5,76,Pass
37,3.0,61,Fail
97,5.0,64,Pass
45,2.5,54,Fail
58,0.5,72,Pass
60,4.0,48,Fail
67,1.5,77,Pass
86,3.5,60,Pass
35,0.5,50,Fail
96,3.5,35,Pass
77,2.5,43,Pass
97,5.5,70,Pass
88,4.5,51,Pass
95,0.5,27,Pass
74,5.0,48,Pass
58,5.0,51,Pass
64,4.0,41,Pass
78,5.5,45,Pass
63,5.0,74,Pass
83,1.5,77,Pass
41,2.5,92,Fail
89,2.5,33,Fail
48,3.5,47,Fail
96,5.5,30,Pass
45,4.0,68,Pass
43,2.0,26,Fail
88,5.5,39,Pass
88,4.5,66,Pass
83,2.0,50,Pass
97,5.5,63,Pass
53,2.5,70,Pass
89,3.5,84,Pass
58,3.0,53,Fail
70,5.5,45,Pass
64,2.0,63,Pass
35,2.5,30,Fail
72,4.0,28,Pass
84,5.5,57,Pass
46,1.0,40,Fail
96,1.5,26,Fail
69,5.5,73,Pass
47,5.0,82,Fail
77,2.5,35,Pass
47,2.5,64,Fail
39,3.0,94,Pass
80,4.0,44,Pass
42,3.5,76,Pass
42,5.0,36,Fail
83,1.0,90,Pass
39,5.0,25,Fail
88,1.0,46,Fail
87,5.5,93,Pass
44,0.5,72,Fail
69,1.0,40,Fail
41,1.5,80,Fail
76,1.5,88,Fail
39,2.5,59,Fail
96,4.0,36,Pass
49,5.5,43,Pass
79,3.5,91,Pass
43,3.5,36,Fail
49,2.5,47,Fail
64,5.0,35,Pass
72,1.0,32,Fail
100,2.0,62,Pass
37,1.0,53,Fail
35,1.5,28,Fail
58,3.5,35,Fail
59,1.0,28,Fail
92,1.0,27,Fail
94,5.0,37,Pass
92,1.0,77,Pass
44,4.0,26,Fail
62,2.5,46,Fail
83,5.5,65,Pass
55,4.5,77,Pass
78,1.0,72,Pass
50,5.5,94,Pass
56,3.0,44,Pass
91,2.0,25,Pass
51,4.0,28,Fail
98,4.5,32,Pass
55,2.0,93,Pass
37,2.5,65,Fail
52,1.5,81,Fail
46,4.0,94,Pass
68,6.0,84,Pass
42,3.0,54,Fail
76,6.0,86,Pass
92,1.5,55,Pass
59,5.0,33,Pass
46,5.5,63,Fail
61,4.5,89,Pass
86,1.0,80,Pass
73,2.5,53,Pass
42,1.0,85,Pass
70,4.0,57,Pass
65,6.0,73,Pass
56,2.5,48,Fail
42,1.5,39,Fail
99,2.0,47,Pass
46,3.5,86,Pass
48,3.5,94,Pass
44,2.0,43,Fail
72,4.5,37,Pass
64,1.0,30,Fail
51,4.0,78,Pass
63,3.0,62,Fail
79,1.0,64,Fail
53,4.0,28,Fail
94,4.0,31,Pass
55,3.0,89,Pass
48,5.0,65,Pass
97,3.5,40,Pass
88,2.0,40,Pass
57,5.5,42,Pass
90,5.5,29,Pass
69,1.0,28,Fail
58,5.5,75,Pass
90,5.0,43,Pass
84,1.0,52,Fail
54,3.5,63,Pass
74,0.5,47,Fail
59,3.5,59,Fail
35,5.5,86,Pass
98,2.5,42,Pass
71,3.5,80,Pass
74,2.0,43,Fail
74,3.5,38,Pass
71,5.0,30,Pass
54,1.5,73,Fail
98,3.5,54,Pass
75,2.5,79,Pass
79,4.5,34,Pass
65,4.5,67,Pass
54,4.5,26,Fail
39,2.5,41,Fail
58,4.0,68,Pass
46,4.0,29,Fail
78,4.0,51,Pass
92,3.5,64,Pass
55,5.5,76,Pass
57,2.0,74,Fail
79,1.0,35,Fail
45,6.0,30,Pass
95,1.0,51,Pass
59,5.5,42,Pass
42,4.0,46,Fail
46,5.5,49,Pass
96,3.5,53,Pass
51,5.0,61,Pass
78,4.5,26,Pass
45,3.5,46,Fail
48,2.5,44,Fail
92,0.5,42,Pass
45,2.0,80,Fail
36,5.5,43,Pass
68,2.0,36,Fail
91,4.5,85,Pass
56,3.5,52,Pass
43,2.0,38,Fail
99,6.0,78,Pass
79,1.0,71,Pass
90,3.5,91,Pass
84,3.0,86,Pass
80,1.0,74,Pass
60,1.5,36,Fail
56,4.5,59,Pass
82,1.0,33,Fail
82,5.0,63,Pass
97,4.0,89,Pass
72,1.0,25,Fail
54,2.0,86,Fail
67,1.5,63,Fail
75,5.0,36,Pass
63,3.5,85,Pass
86,0.5,63,Pass
73,3.5,56,Pass
36,3.0,60,Fail
72,4.0,35,Fail
76,0.5,33,Fail
94,0.5,71,Pass
62,2.5,87,Fail
72,4.5,74,Pass
66,4.0,84,Pass
70,2.0,84,Pass
39,1.5,27,Fail
93,4.5,79,Pass
94,0.5,79,Pass
71,3.5,49,Pass
71,3.0,54,Fail
39,2.0,77,Fail
74,3.5,94,Pass
63,1.5,94,Pass
81,3.5,58,Pass
38,1.5,80,Fail
81,2.5,58,Pass
54,3.5,86,Pass
77,0.5,70,Pass
76,4.0,91,Pass
50,4.5,95,Pass
64,6.0,48,Pass
89,1.5,94,Pass
74,1.5,73,Pass
39,2.0,42,Fail
64,5.5,25,Fail
55,2.5,73,Fail
77,2.0,41,Fail
75,4.5,41,Pass
36,0.5,64,Fail
75,3.5,27,Pass
83,3.0,54,Pass
85,4.0,81,Pass
39,4.5,27,Fail
55,2.5,69,Pass
62,4.0,36,Pass
47,3.5,85,Pass
62,1.0,52,Fail
40,5.5,82,Pass
42,4.5,76,Pass
78,5.5,86,Pass
52,4.5,61,Pass
81,2.0,59,Fail
38,3.0,28,Fail
72,2.5,62,Pass
60,0.5,62,Fail
87,3.0,67,Pass
86,2.5,34,Pass
59,0.5,63,Fail
75,5.0,57,Pass
50,1.5,67,Fail
73,3.5,71,Pass
40,5.0,50,Fail
63,4.0,60,Pass
47,1.5,53,Fail
92,4.0,79,Pass
64,4.5,81,Pass
73,5.0,46,Pass
58,2.5,43,Fail
54,0.5,72,Fail
48,4.0,79,Pass
94,1.5,26,Fail
87,5.0,55,Pass
44,4.0,47,Pass
84,5.0,79,Pass
62,6.0,35,Pass
36,3.5,79,Fail
69,5.5,71,Pass
43,4.0,84,Pass
49,1.5,94,Pass
80,5.0,58,Pass
52,4.5,74,Pass
93,6.0,75,Pass
78,2.0,84,Pass
89,2.5,61,Pass
75,5.0,33,Pass
91,1.0,94,Pass
59,4.0,29,Fail
71,3.5,92,Pass
69,1.5,43,Fail
94,1.5,59,Pass
46,5.0,92,Pass
73,0.5,72,Fail
84,4.5,66,Pass
59,4.5,48,Fail
91,4.0,45,Pass
59,3.0,27,Pass
46,0.5,66,Fail
73,5.0,55,Pass
62,1.0,41,Fail
36,2.0,52,Fail
40,5.5,91,Pass
48,2.0,84,Pass
85,2.0,55,Pass
93,6.0,94,Pass
70,1.0,57,Fail
42,1.5,49,Fail
70,3.0,52,Fail
91,5.0,86,Pass
84,5.5,44,Pass
54,4.5,41,Pass
43,6.0,92,Pass
94,0.5,76,Pass
91,4.0,78,Pass
38,1.0,77,Fail
89,5.5,73,Pass
41,5.5,31,Pass
39,2.0,78,Fail
84,5.0,42,Pass
70,4.0,34,Fail
62,1.0,94,Fail
94,4.0,27,Pass
90,6.0,27,Pass
39,2.0,47,Fail
75,0.5,84,Pass
85,6.0,93,Pass
71,3.0,33,Pass
99,3.0,53,Pass
80,4.5,76,Pass
42,4.0,70,Fail
48,2.0,41,Fail
89,1.0,48,Pass
100,5.0,67,Pass
41,3.0,27,Fail
42,4.0,78,Pass
85,5.0,44,Pass
39,0.5,83,Fail
39,5.0,73,Fail
93,4.5,70,Pass
87,5.5,79,Pass
92,2.0,30,Pass
77,2.5,43,Fail
56,4.0,62,Pass
94,5.5,79,Pass
54,6.0,84,Pass
53,3.0,52,Pass
93,3.5,81,Pass
79,1.5,40,Fail
93,4.5,31,Pass
45,5.0,42,Pass
97,5.0,88,Pass
75,2.5,63,Pass
78,6.0,59,Pass
94,1.0,77,Pass
60,3.0,26,Fail
82,3.5,33,Pass
77,3.5,32,Fail
86,4.5,34,Pass
93,4.0,57,Pass
79,1.0,45,Fail
39,1.5,80,Fail
47,3.5,84,Pass
97,4.5,90,Pass
98,3.5,39,Pass
98,2.5,60,Pass
37,1.0,28,Fail
60,5.0,42,Pass
84,3.0,68,Pass
84,3.5,55,Pass
41,3.0,73,Fail
75,2.0,84,Pass
44,2.0,29,Fail
67,1.0,91,Fail
51,4.5,28,Fail
38,2.0,94,Fail
40,2.0,70,Fail
94,6.0,28,Pass
83,2.5,53,Pass
96,3.5,43,Pass
66,2.5,81,Fail
62,2.0,41,Fail
58,0.5,83,Pass
75,5.0,47,Pass
58,3.0,94,Pass
84,4.5,44,Pass
87,6.0,73,Pass
92,0.5,81,Pass
51,4.0,40,Pass
69,1.0,30,Fail
50,3.0,64,Fail
37,5.0,72,Pass
81,1.0,82,Fail
71,6.0,44,Pass
82,3.5,86,Pass
41,2.5,89,Fail
100,0.5,80,Pass
100,3.5,26,Pass
65,3.0,31,Fail
91,1.5,95,Pass
51,3.0,76,Pass
83,0.5,69,Pass
92,6.0,88,Pass
88,2.5,28,Fail
88,3.0,78,Pass
65,5.0,71,Pass
88,4.5,84,Pass
80,5.5,79,Pass
44,5.5,59,Pass
42,1.5,30,Fail
85,2.5,89,Pass
76,4.5,78,Pass
69,0.5,50,Fail
94,4.5,94,Pass
78,0.5,47,Pass
61,5.5,51,Pass
62,4.5,93,Pass
74,3.5,72,Pass
84,3.0,87,Pass
72,6.0,87,Pass
68,4.5,63,Pass
82,5.0,44,Pass
81,5.0,84,Pass
89,0.5,60,Pass
39,1.0,65,Fail
84,1.5,63,Pass
68,4.0,26,Fail
40,4.0,28,Fail
79,2.5,68,Pass
82,6.0,81,Pass
69,1.0,57,Fail
87,5.0,38,Pass
55,3.0,53,Fail
48,3.0,79,Pass
